ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency, AmtWines , AmtFruits , AmtMeatProducts , AmtFishProducts , AmtSweetProducts , AmtGoldProds ,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,TotalCampaignsAccepted,AgeGroup,HouseholdSize,TotalSpend,EngagementScore
4356,1971,Graduation,Together," $71,819.00 ",0,1,28/08/2013,70," $1,224 ", $28 , $140 , $-   , $14 , $168 ,3,3,3,5,6,0,1,1,0,0,0,0,Spain,43,2,Adult,1,1574,20
8773,1971,Master,Together," $57,420.00 ",0,1,25/06/2013,22, $280 , $-   , $18 , $-   , $-   , $24 ,3,5,1,6,7,0,1,0,0,0,0,0,US,43,1,Adult,1,322,22
1079,1971,PhD,Married," $71,969.00 ",0,1,16/10/2012,59," $1,000 ", $-   , $76 , $-   , $-   , $10 ,3,3,4,9,8,0,1,0,0,0,0,0,India,43,1,Adult,1,1086,27
4042,1971,Graduation,Divorced," $43,300.00 ",0,1,13/10/2012,87, $91 , $3 , $52 , $2 , $1 , $31 ,3,4,0,4,8,0,0,0,0,0,1,0,Canada,43,1,Adult,1,180,19
4377,1971,Graduation,Married," $52,914.00 ",0,1,01/07/2013,32, $254 , $10 , $44 , $30 , $10 , $227 ,2,7,3,3,7,1,0,0,0,0,0,0,Canada,43,1,Adult,1,575,22
3478,1971,PhD,Married," $60,585.00 ",1,1,24/06/2013,17, $267 , $42 , $309 , $55 , $42 , $21 ,10,7,4,9,5,0,0,0,0,0,1,0,Canada,43,1,Adult,2,736,35
7261,1971,Graduation,Together," $34,600.00 ",1,1,01/01/2013,8, $199 , $33 , $60 , $8 , $3 , $15 ,5,5,2,5,8,0,0,0,0,0,1,0,Spain,43,1,Adult,2,318,25
701,1971,Graduation,Married," $73,691.00 ",0,1,11/06/2013,58, $707 , $21 , $250 , $85 , $43 , $73 ,2,6,2,8,2,1,0,0,0,0,0,0,Spain,43,1,Adult,1,1179,20
10319,1971,Graduation,Married," $66,303.00 ",0,1,26/02/2013,56," $1,090 ", $12 , $96 , $16 , $12 , $60 ,4,3,4,11,8,0,1,0,0,0,0,0,Spain,43,1,Adult,1,1286,30
3524,1971,Master,Single," $39,763.00 ",1,0,08/04/2013,9, $80 , $1 , $60 , $4 , $6 , $16 ,2,5,1,2,9,0,0,0,0,0,1,0,Spain,43,1,Adult,1,167,19
2452,1971,Graduation,Together," $34,600.00 ",1,1,01/01/2013,8, $199 , $33 , $60 , $8 , $3 , $15 ,5,5,2,5,8,0,0,0,0,0,1,0,Spain,43,1,Adult,2,318,25
247,1971,Graduation,Married," $36,715.00 ",1,0,17/11/2012,16, $172 , $10 , $125 , $21 , $13 , $16 ,6,7,2,4,9,0,0,0,0,0,1,0,Spain,43,1,Adult,1,357,28
2428,1970,Graduation,Married," $28,164.00 ",1,0,05/04/2013,23, $3 , $18 , $26 , $11 , $8 , $12 ,3,2,0,4,7,0,0,0,0,0,0,0,Germany,44,0,Adult,1,78,16
10854,1970,PhD,Married," $38,853.00 ",1,1,23/05/2014,90, $29 , $-   , $14 , $-   , $-   , $2 ,2,2,0,3,7,0,0,0,0,0,0,0,India,44,0,Adult,2,45,14
5823,1970,PhD,Single," $32,303.00 ",0,1,03/08/2014,63, $35 , $-   , $2 , $-   , $-   , $2 ,2,1,0,4,5,0,0,0,0,0,0,0,India,44,0,Adult,1,39,12
3525,1970,Graduation,Together," $38,200.00 ",1,1,12/07/2012,19, $12 , $-   , $4 , $-   , $-   , $1 ,1,1,0,2,7,0,0,0,0,0,0,0,Spain,44,0,Adult,2,17,11
2230,1970,PhD,Married," $23,626.00 ",1,0,24/05/2014,84, $27 , $2 , $14 , $-   , $-   , $-   ,3,3,1,3,5,0,0,0,0,0,0,0,Germany,44,0,Adult,1,43,15
9213,1970,Graduation,Widow," $31,880.00 ",1,0,31/10/2012,13, $4 , $1 , $5 , $2 , $-   , $3 ,1,1,0,2,8,0,0,0,0,0,0,0,Spain,44,0,Adult,1,15,12
4785,1970,PhD,Together," $77,622.00 ",0,2,14/04/2014,3, $520 , $7 , $154 , $19 , $-   , $14 ,2,6,3,11,3,0,0,0,0,0,0,0,South Africa,44,0,Adult,2,714,25
6613,1970,Master,Married," $44,511.00 ",1,0,10/12/2012,39, $513 , $7 , $133 , $46 , $14 , $14 ,6,8,4,8,8,0,0,0,0,0,0,0,Australia,44,0,Adult,1,727,34
4200,1970,Master,Married," $44,159.00 ",1,0,17/06/2014,85, $167 , $2 , $62 , $24 , $13 , $7 ,4,4,1,6,5,0,0,0,0,0,0,0,South Africa,44,0,Adult,1,275,20
5156,1970,2n Cycle,Married," $62,466.00 ",0,1,15/01/2014,13, $129 , $129 , $259 , $168 , $121 , $83 ,5,6,3,12,4,0,0,0,0,0,0,0,Spain,44,0,Adult,1,889,30
310,1970,Master,Married," $61,872.00 ",0,1,13/12/2013,81, $330 , $5 , $159 , $36 , $27 , $16 ,4,4,4,9,4,0,0,0,0,0,0,0,Canada,44,0,Adult,1,573,25
4339,1970,PhD,Married," $67,353.00 ",0,1,31/12/2013,37, $702 , $17 , $151 , $-   , $8 , $35 ,5,5,6,12,2,0,0,0,0,0,0,0,Australia,44,0,Adult,1,913,30
10681,1970,2n Cycle,Married," $62,466.00 ",0,1,15/01/2014,13, $129 , $129 , $259 , $168 , $121 , $83 ,5,6,3,12,4,0,0,0,0,0,0,0,Spain,44,0,Adult,1,889,30
9672,1970,2n Cycle,Married," $23,162.00 ",1,1,21/12/2013,82, $8 , $3 , $9 , $19 , $4 , $22 ,3,1,1,3,6,0,0,0,0,0,0,0,Canada,44,0,Adult,2,65,14
9817,1970,Master,Single," $44,802.00 ",0,0,21/08/2012,71, $853 , $10 , $143 , $13 , $10 , $20 ,2,9,4,12,8,0,0,0,0,0,0,0,India,44,0,Adult,0,1049,35
11176,1970,PhD,Together," $65,968.00 ",0,1,05/12/2014,12, $376 , $9 , $83 , $19 , $4 , $4 ,2,5,4,7,3,0,0,0,0,0,0,0,Canada,44,0,Adult,1,495,21
10475,1970,Master,Together,  ,0,1,04/01/2013,39, $187 , $5 , $65 , $26 , $20 , $14 ,2,4,2,6,5,0,0,0,0,0,0,0,US,44,0,Adult,1,317,19
10727,1970,PhD,Married," $69,084.00 ",1,0,19/11/2013,43," $1,181 ", $107 , $199 , $39 , $30 , $30 ,2,7,3,13,8,0,0,0,0,0,0,0,Spain,44,0,Adult,1,1586,33
10065,1970,2n Cycle,Married," $15,315.00 ",0,0,08/03/2013,27, $7 , $4 , $13 , $15 , $8 , $17 ,2,2,0,4,5,0,0,0,0,0,0,0,Spain,44,0,Adult,0,64,13
8420,1970,2n Cycle,Married," $15,315.00 ",0,0,08/03/2013,27, $7 , $4 , $13 , $15 , $8 , $17 ,2,2,0,4,5,0,0,0,0,0,0,0,Spain,44,0,Adult,0,64,13
5299,1970,PhD,Married," $69,084.00 ",1,0,19/11/2013,43," $1,181 ", $107 , $199 , $39 , $30 , $30 ,2,7,3,13,8,0,0,0,0,0,0,0,Spain,44,0,Adult,1,1586,33
4472,1970,PhD,Divorced," $35,682.00 ",1,0,27/06/2014,34, $23 , $-   , $8 , $6 , $2 , $18 ,1,1,1,3,2,0,0,0,0,0,0,0,Australia,44,0,Adult,1,57,8
3376,1970,Master,Divorced," $55,282.00 ",1,0,13/12/2013,9, $125 , $6 , $73 , $8 , $4 , $19 ,1,3,1,6,4,0,0,0,0,0,0,0,Spain,44,0,Adult,1,235,15
1029,1970,PhD,Together," $64,413.00 ",0,1,08/01/2013,27, $200 , $5 , $44 , $-   , $10 , $20 ,1,5,1,5,5,0,0,0,0,0,0,0,Spain,44,0,Adult,1,279,17
4220,1970,PhD,Married," $59,892.00 ",0,1,11/02/2013,26, $73 , $-   , $13 , $-   , $1 , $-   ,1,2,1,3,3,0,0,0,0,0,0,0,Canada,44,0,Adult,1,87,10
4597,1970,PhD,Together," $82,072.00 ",0,0,07/02/2013,67, $889 , $55 , $685 , $168 , $92 , $129 ,1,3,2,13,1,0,0,0,0,0,0,0,South Africa,44,0,Adult,0,2018,20
7849,1970,PhD,Married," $80,336.00 ",0,0,09/09/2013,12, $209 , $19 , $456 , $160 , $142 , $66 ,1,2,9,13,1,0,0,0,0,0,0,0,Spain,44,0,Adult,0,1052,26
2939,1970,Master,Together," $79,419.00 ",0,0,22/06/2014,96, $751 , $127 , $687 , $20 , $15 , $31 ,1,4,6,4,2,0,0,0,0,0,0,0,Canada,44,0,Adult,0,1631,17
10914,1970,Graduation,Single," $24,163.00 ",1,1,10/12/2013,3, $4 , $1 , $7 , $2 , $1 , $2 ,2,1,0,3,4,0,0,0,0,0,0,0,Spain,44,0,Adult,2,17,10
7409,1970,Graduation,Together," $53,187.00 ",1,0,26/10/2013,66, $211 , $2 , $30 , $7 , $7 , $10 ,2,4,1,6,5,0,0,0,0,0,0,0,Spain,44,0,Adult,1,267,18
4557,1970,Graduation,Together," $22,070.00 ",1,0,10/04/2013,11, $10 , $7 , $19 , $8 , $2 , $21 ,2,2,2,2,6,0,0,0,0,0,0,0,South Africa,44,0,Adult,1,67,14
8945,1970,Graduation,Divorced," $54,137.00 ",0,1,16/08/2013,46, $171 , $-   , $11 , $-   , $1 , $20 ,2,4,1,4,6,0,0,0,0,0,0,0,South Africa,44,0,Adult,1,203,17
498,1970,Graduation,Single," $30,015.00 ",1,0,02/02/2014,28, $25 , $-   , $22 , $2 , $3 , $5 ,2,1,0,4,5,0,0,0,0,0,0,0,Spain,44,0,Adult,1,57,12
3599,1970,Graduation,Married," $63,684.00 ",0,1,26/11/2012,61, $575 , $80 , $428 , $208 , $93 , $80 ,3,8,4,8,5,0,0,0,0,0,0,0,Spain,44,0,Adult,1,1464,28
11114,1970,Graduation,Together," $19,656.00 ",1,0,02/08/2013,94, $25 , $4 , $9 , $6 , $8 , $32 ,3,2,1,3,7,0,0,0,0,0,0,0,Spain,44,0,Adult,1,84,16
5474,1970,Graduation,Single," $43,020.00 ",1,0,30/11/2013,79, $45 , $7 , $99 , $4 , $25 , $43 ,3,4,1,4,6,0,0,0,0,0,0,0,US,44,0,Adult,1,223,18
9204,1970,Graduation,Widow," $66,731.00 ",0,1,09/12/2012,33, $371 , $159 , $194 , $58 , $106 , $141 ,4,4,3,6,3,0,0,0,0,0,0,0,Spain,44,0,Adult,1,1029,20
4974,1970,Graduation,Single," $83,273.00 ",1,2,25/09/2012,98, $433 , $89 , $650 , $16 , $102 , $102 ,10,4,6,9,7,0,0,0,0,0,0,0,US,44,0,Adult,3,1392,36
3099,1970,Graduation,Divorced," $44,267.00 ",1,1,25/02/2013,48, $183 , $5 , $65 , $3 , $5 , $49 ,5,5,2,4,9,0,0,0,0,0,0,0,Spain,44,0,Adult,2,310,25
1357,1970,Graduation,Together," $74,854.00 ",1,2,04/08/2013,90, $856 , $59 , $487 , $58 , $29 , $73 ,7,2,5,5,5,0,0,0,0,0,0,0,Germany,44,0,Adult,3,1562,24
4406,1970,Graduation,Together," $67,419.00 ",0,1,16/01/2013,29, $846 , $84 , $352 , $91 , $56 , $42 ,4,9,4,8,5,0,0,0,0,0,0,0,Canada,44,0,Adult,1,1471,30
3389,1970,Graduation,Married," $69,016.00 ",0,1,22/11/2012,61, $726 , $53 , $363 , $123 , $107 , $161 ,4,8,9,13,5,0,0,0,0,0,0,0,Spain,44,0,Adult,1,1533,39
1160,1970,Graduation,Married," $13,260.00 ",1,1,23/08/2013,48, $9 , $4 , $17 , $10 , $2 , $7 ,4,3,0,3,8,0,0,0,0,0,0,0,Spain,44,0,Adult,2,49,18
10159,1970,Graduation,Divorced," $58,710.00 ",0,1,31/03/2013,77, $440 , $81 , $368 , $-   , $122 , $174 ,6,11,5,9,6,0,0,0,0,0,0,0,Australia,44,0,Adult,1,1185,37
4973,1970,Graduation,Single," $20,587.00 ",1,0,05/11/2014,39, $2 , $3 , $6 , $4 , $1 , $9 ,1,1,1,2,7,0,0,0,0,0,0,0,Canada,44,0,Adult,1,25,12
1349,1970,Graduation,Married," $50,447.00 ",2,0,21/04/2014,4, $85 , $7 , $24 , $2 , $3 , $27 ,1,3,1,3,6,0,0,0,0,0,0,0,India,44,0,Adult,2,148,14
49,1970,Graduation,Single," $20,587.00 ",1,0,05/11/2014,39, $2 , $3 , $6 , $4 , $1 , $9 ,1,1,1,2,7,0,0,0,0,0,0,0,Canada,44,0,Adult,1,25,12
291,1970,Graduation,Married," $72,940.00 ",0,0,19/06/2013,13, $182 , $74 , $298 , $162 , $149 , $116 ,1,3,3,6,1,0,0,0,0,0,0,0,South Africa,44,0,Adult,0,981,14
143,1970,Graduation,Single," $61,209.00 ",0,0,25/08/2013,73, $466 , $-   , $224 , $119 , $49 , $99 ,1,5,3,4,2,0,0,0,0,0,0,0,US,44,0,Adult,0,957,15
2181,1970,Graduation,Married," $70,617.00 ",0,0,23/06/2013,45, $353 , $61 , $753 , $40 , $46 , $27 ,1,3,3,7,2,0,0,0,0,0,0,0,Spain,44,0,Adult,0,1280,16
4860,1970,Graduation,Single," $24,206.00 ",1,0,03/08/2013,66, $7 , $2 , $8 , $3 , $2 , $3 ,1,1,0,3,6,0,0,0,0,0,0,0,Spain,44,0,Adult,1,25,11
5267,1970,Graduation,Divorced," $33,986.00 ",1,0,14/03/2013,43, $16 , $2 , $18 , $2 , $1 , $5 ,1,1,0,3,7,0,0,0,0,0,0,0,Spain,44,0,Adult,1,44,12
2557,1970,Master,Single," $29,548.00 ",1,0,29/08/2013,52, $7 , $1 , $6 , $3 , $1 , $11 ,1,1,1,2,4,1,0,0,0,0,0,0,Spain,44,1,Adult,1,29,9
2281,1970,Graduation,Single," $33,697.00 ",1,0,15/09/2013,34, $4 , $3 , $7 , $-   , $3 , $11 ,1,1,0,2,7,1,0,0,0,0,0,0,Germany,44,1,Adult,1,28,11
5848,1970,Graduation,Together," $81,205.00 ",0,0,13/01/2014,43, $724 , $74 , $929 , $97 , $55 , $130 ,1,5,6,7,2,1,0,1,0,1,1,0,India,44,4,Adult,0,2009,21
3968,1970,2n Cycle,Divorced," $65,706.00 ",0,0,28/06/2013,77, $918 , $10 , $129 , $13 , $-   , $129 ,1,11,3,12,7,0,1,1,0,1,1,0,Canada,44,4,Adult,0,1199,34
1726,1970,Graduation,Single," $22,585.00 ",0,0,18/03/2013,23, $3 , $9 , $15 , $13 , $2 , $39 ,1,1,1,2,9,1,0,0,0,0,1,0,Spain,44,2,Adult,0,81,14
1826,1970,Graduation,Divorced," $84,835.00 ",0,0,16/06/2014,0, $189 , $104 , $379 , $111 , $189 , $218 ,1,4,4,6,1,0,0,0,0,0,1,0,Spain,44,1,Adult,0,1190,16
590,1970,Master,Divorced," $78,579.00 ",0,0,22/12/2012,35, $816 , $66 , $549 , $216 , $66 , $99 ,1,5,6,4,3,0,0,0,0,0,1,0,Spain,44,1,Adult,0,1812,19
6072,1970,Master,Single," $75,345.00 ",0,0,02/02/2013,16, $918 , $57 , $842 , $99 , $38 , $133 ,1,5,8,6,3,0,0,0,1,0,1,0,Spain,44,2,Adult,0,2087,23
4611,1970,Graduation,Together," $105,471.00 ",0,0,21/01/2013,36," $1,009 ", $181 , $104 , $202 , $21 , $207 ,0,9,8,13,3,0,0,1,1,0,1,0,Spain,44,3,Adult,0,1724,33
10133,1970,Graduation,Single," $93,790.00 ",0,0,02/12/2014,16," $1,302 ", $68 , $731 , $89 , $114 , $45 ,0,6,7,12,2,0,1,1,1,0,1,0,Canada,44,4,Adult,0,2349,27
2863,1970,Graduation,Single,  ,1,2,23/08/2013,67, $738 , $20 , $172 , $52 , $50 , $20 ,6,2,3,10,7,0,1,0,1,0,0,0,Spain,44,2,Adult,3,1052,28
1592,1970,Graduation,Married," $90,765.00 ",0,0,24/01/2014,25, $547 , $99 , $812 , $151 , $82 , $33 ,0,4,6,5,1,0,0,1,1,0,0,0,Canada,44,2,Adult,0,1724,16
9703,1970,PhD,Married," $38,097.00 ",1,1,15/10/2012,70, $77 , $2 , $35 , $-   , $1 , $69 ,4,3,2,2,7,1,0,0,0,0,1,0,South Africa,44,2,Adult,2,184,18
340,1970,Graduation,Divorced," $72,967.00 ",0,1,15/12/2012,1, $158 , $35 , $179 , $-   , $-   , $125 ,2,7,2,8,5,1,0,0,0,0,1,0,Germany,44,2,Adult,1,497,24
273,1970,Master,Married," $36,138.00 ",1,1,16/07/2013,48, $130 , $-   , $16 , $-   , $-   , $5 ,5,3,1,4,7,0,1,0,0,0,0,0,Germany,44,1,Adult,2,151,20
10281,1970,Graduation,Divorced," $64,713.00 ",1,0,02/07/2014,11, $180 , $60 , $241 , $13 , $54 , $54 ,2,5,5,7,4,0,0,0,0,0,1,0,Australia,44,1,Adult,1,602,23
4286,1970,PhD,Single," $57,642.00 ",0,1,01/09/2014,24, $580 , $6 , $58 , $8 , $-   , $27 ,3,7,6,6,4,1,0,0,0,0,0,0,India,44,1,Adult,1,679,26
3887,1970,Graduation,Single," $27,242.00 ",1,0,11/11/2012,2, $3 , $17 , $26 , $20 , $1 , $39 ,2,2,0,3,9,0,0,0,0,0,1,0,India,44,1,Adult,1,106,16
3507,1970,Graduation,Single," $76,467.00 ",1,0,17/08/2012,44, $676 , $161 , $426 , $210 , $44 , $58 ,2,2,5,5,6,0,0,0,0,0,1,0,US,44,1,Adult,1,1575,20
1204,1970,PhD,Married," $67,536.00 ",0,1,22/05/2013,45," $1,253 ", $-   , $447 , $23 , $71 , $35 ,3,11,5,11,8,0,0,0,1,0,0,0,South Africa,44,1,Adult,1,1829,38
5710,1970,Graduation,Together," $40,548.00 ",0,1,10/10/2012,31, $110 , $-   , $5 , $2 , $-   , $3 ,2,2,1,4,5,0,1,0,0,0,0,0,Australia,44,1,Adult,1,120,14
6653,1970,PhD,Married," $55,158.00 ",1,1,30/07/2012,72, $293 , $-   , $87 , $4 , $11 , $23 ,4,7,2,5,7,0,0,0,0,0,1,0,Spain,44,1,Adult,2,418,25
5544,1970,Graduation,Single," $67,384.00 ",0,1,11/10/2012,32, $957 , $40 , $175 , $158 , $53 , $107 ,2,7,8,5,5,0,1,0,0,0,0,0,Spain,44,1,Adult,1,1490,27
4023,1970,Graduation,Married," $22,979.00 ",1,0,09/06/2012,29, $16 , $17 , $19 , $20 , $21 , $22 ,3,3,2,2,8,0,0,0,0,0,1,0,Spain,44,1,Adult,1,115,18
5740,1970,2n Cycle,Divorced," $25,959.00 ",1,1,14/02/2013,1, $4 , $2 , $12 , $7 , $5 , $26 ,2,1,2,2,6,0,0,0,0,0,1,0,Spain,44,1,Adult,2,56,13
10311,1969,Graduation,Married," $4,428.00 ",0,1,10/05/2013,0, $16 , $4 , $12 , $2 , $4 , $321 ,0,25,0,0,1,0,0,0,0,0,0,0,Spain,45,0,Adult,1,359,26
7444,1969,Master,Married," $42,169.00 ",1,1,19/10/2013,20, $19 , $-   , $9 , $-   , $-   , $2 ,2,1,0,3,8,0,0,0,0,0,0,0,Spain,45,0,Adult,2,30,14
9336,1969,PhD,Widow," $62,187.00 ",0,1,22/03/2014,38, $512 , $-   , $83 , $-   , $-   , $41 ,3,6,2,10,4,0,0,0,0,0,0,0,Spain,45,0,Adult,1,636,25
5229,1969,PhD,Together," $54,132.00 ",0,1,16/02/2014,81, $30 , $1 , $8 , $-   , $-   , $3 ,1,1,0,3,7,0,0,0,0,0,0,0,Germany,45,0,Adult,1,42,12
9710,1969,PhD,Divorced," $58,086.00 ",0,1,20/01/2013,80, $708 , $7 , $62 , $-   , $-   , $15 ,2,11,3,7,8,0,0,0,0,0,0,0,Spain,45,0,Adult,1,792,31
807,1969,Master,Together," $44,602.00 ",1,1,15/02/2014,35, $167 , $2 , $89 , $-   , $-   , $34 ,6,6,1,4,8,0,0,0,0,0,0,0,India,45,0,Adult,2,292,25
2261,1969,Graduation,Married," $26,304.00 ",1,0,23/06/2013,5, $4 , $1 , $5 , $2 , $-   , $4 ,1,1,0,2,7,0,0,0,0,0,0,0,Germany,45,0,Adult,1,16,11
10490,1969,PhD,Married," $51,039.00 ",1,1,12/10/2012,11, $100 , $64 , $79 , $65 , $-   , $109 ,2,6,2,4,7,0,0,0,0,0,0,0,Australia,45,0,Adult,2,417,21
10785,1969,Graduation,Married," $44,078.00 ",1,1,19/06/2014,17, $24 , $1 , $10 , $2 , $-   , $4 ,2,2,0,3,5,0,0,0,0,0,0,0,South Africa,45,0,Adult,2,41,12
8932,1969,Master,Together," $65,176.00 ",0,1,29/10/2012,57, $960 , $28 , $183 , $220 , $70 , $70 ,4,9,6,6,6,0,0,0,0,0,0,0,South Africa,45,0,Adult,1,1531,31
7187,1969,Master,Together,  ,1,1,18/05/2013,52, $375 , $42 , $48 , $94 , $66 , $96 ,7,4,10,4,3,0,0,0,0,0,0,0,Australia,45,0,Adult,2,721,28
4743,1969,PhD,Married," $56,242.00 ",0,1,03/03/2013,72, $689 , $8 , $167 , $11 , $8 , $88 ,5,8,4,11,6,0,0,0,0,0,0,0,US,45,0,Adult,1,971,34
2245,1969,Master,Married," $43,641.00 ",1,1,22/04/2013,50, $57 , $2 , $51 , $4 , $2 , $23 ,3,2,1,4,6,0,0,0,0,0,0,0,Spain,45,0,Adult,2,139,16
3570,1969,PhD,Together," $42,731.00 ",1,0,21/10/2013,64, $159 , $2 , $51 , $6 , $2 , $24 ,3,4,1,5,5,0,0,0,0,0,0,0,South Africa,45,0,Adult,1,244,18
9907,1969,Master,Together," $66,476.00 ",0,1,12/04/2013,80, $742 , $28 , $152 , $25 , $9 , $57 ,2,6,8,10,4,0,0,0,0,0,0,0,Germany,45,0,Adult,1,1013,30
2516,1969,2n Cycle,Married," $46,831.00 ",1,1,06/08/2013,84, $22 , $2 , $10 , $6 , $4 , $34 ,2,1,2,2,4,0,0,0,0,0,0,0,Spain,45,0,Adult,2,78,11
7930,1969,Master,Single," $26,877.00 ",0,0,19/08/2013,74, $101 , $13 , $76 , $20 , $18 , $40 ,2,3,1,6,6,0,0,0,0,0,0,0,Spain,45,0,Adult,0,268,18
361,1969,Master,Married," $43,142.00 ",1,1,18/02/2014,84, $5 , $1 , $7 , $2 , $1 , $4 ,1,1,0,2,7,0,0,0,0,0,0,0,Australia,45,0,Adult,2,20,11
6866,1969,Master,Together," $35,924.00 ",1,1,23/03/2014,56, $8 , $-   , $14 , $2 , $3 , $7 ,1,1,0,3,5,0,0,0,0,0,0,0,South Africa,45,0,Adult,2,34,10
2686,1969,Basic,Together," $22,390.00 ",0,0,21/10/2013,49, $-   , $1 , $4 , $15 , $1 , $5 ,1,1,0,2,7,0,0,0,0,0,0,0,Australia,45,0,Adult,0,26,11
2416,1969,PhD,Single," $66,582.00 ",0,0,03/03/2014,83, $789 , $25 , $420 , $16 , $38 , $-   ,1,2,8,9,1,0,0,0,0,0,0,0,Spain,45,0,Adult,0,1288,21
6184,1969,PhD,Married," $68,462.00 ",0,0,12/12/2012,6, $561 , $64 , $785 , $84 , $128 , $48 ,1,3,3,8,1,0,0,0,0,0,0,0,Spain,45,0,Adult,0,1670,16
7279,1969,PhD,Together," $69,476.00 ",0,0,30/09/2013,3, $260 , $86 , $559 , $63 , $9 , $67 ,1,4,6,4,2,0,0,0,0,0,0,0,US,45,0,Adult,0,1044,17
7892,1969,Graduation,Single," $18,589.00 ",0,0,01/02/2013,89, $6 , $4 , $25 , $15 , $12 , $13 ,2,2,1,3,7,0,0,0,0,0,0,0,US,45,0,Adult,0,75,15
5564,1969,Graduation,Together," $62,882.00 ",0,1,08/09/2012,26, $509 , $133 , $497 , $78 , $24 , $97 ,2,7,5,6,4,0,0,0,0,0,0,0,Australia,45,0,Adult,1,1338,24
10591,1969,Graduation,Widow," $43,638.00 ",0,1,08/06/2012,37, $63 , $10 , $83 , $7 , $19 , $19 ,2,4,1,4,7,0,0,0,0,0,0,0,Spain,45,0,Adult,1,201,18
10704,1969,Graduation,Single," $54,803.00 ",0,1,21/08/2012,65, $404 , $-   , $92 , $28 , $27 , $142 ,2,6,2,9,4,0,0,0,0,0,0,0,Spain,45,0,Adult,1,693,23
4297,1969,Graduation,Together," $23,228.00 ",1,0,26/01/2014,71, $13 , $2 , $18 , $6 , $1 , $-   ,2,2,0,3,8,0,0,0,0,0,0,0,India,45,0,Adult,1,40,15
9862,1969,Graduation,Together," $21,918.00 ",1,0,14/11/2013,37, $1 , $6 , $7 , $11 , $5 , $3 ,2,2,0,3,6,0,0,0,0,0,0,0,Canada,45,0,Adult,1,33,13
5847,1969,Graduation,Divorced," $69,901.00 ",0,1,29/05/2013,95, $312 , $21 , $206 , $102 , $92 , $149 ,3,7,3,10,5,0,0,0,0,0,0,0,Spain,45,0,Adult,1,882,28
1052,1969,Graduation,Married," $56,796.00 ",0,1,16/02/2013,24, $656 , $38 , $161 , $62 , $47 , $37 ,3,8,9,7,7,0,0,0,0,0,0,0,Australia,45,0,Adult,1,1001,34
2807,1969,Graduation,Married," $56,796.00 ",0,1,16/02/2013,24, $656 , $38 , $161 , $62 , $47 , $37 ,3,8,9,7,7,0,0,0,0,0,0,0,Spain,45,0,Adult,1,1001,34
7254,1969,Graduation,Together," $38,361.00 ",1,0,27/12/2013,74, $39 , $-   , $56 , $20 , $8 , $14 ,3,3,1,3,7,0,0,0,0,0,0,0,South Africa,45,0,Adult,1,137,17
8775,1969,Graduation,Together," $38,361.00 ",1,0,27/12/2013,74, $39 , $-   , $56 , $20 , $8 , $14 ,3,3,1,3,7,0,0,0,0,0,0,0,Australia,45,0,Adult,1,137,17
2683,1969,Graduation,Married," $52,413.00 ",0,2,02/02/2013,56, $295 , $106 , $271 , $75 , $98 , $65 ,4,6,4,12,6,0,0,0,0,0,0,0,Canada,45,0,Adult,2,910,32
2098,1969,PhD,Married," $33,581.00 ",2,0,01/08/2013,38, $11 , $-   , $5 , $-   , $-   , $1 ,1,1,0,2,8,0,0,0,0,0,0,0,Spain,45,0,Adult,2,17,12
6404,1969,Graduation,Together," $58,917.00 ",1,2,24/03/2013,10, $151 , $7 , $89 , $-   , $7 , $28 ,5,4,1,6,5,0,0,0,0,0,0,0,South Africa,45,0,Adult,3,282,21
10968,1969,Graduation,Single," $57,731.00 ",0,1,23/11/2012,0, $266 , $21 , $300 , $65 , $8 , $44 ,4,8,8,6,6,0,0,0,0,0,0,0,India,45,0,Adult,1,704,32
2004,1969,Graduation,Single," $72,679.00 ",0,1,18/09/2013,65, $619 , $54 , $260 , $127 , $54 , $54 ,1,4,7,5,1,0,0,0,0,0,0,0,Spain,45,0,Adult,1,1168,18
7947,1969,Graduation,Married," $42,231.00 ",1,1,25/03/2014,99, $24 , $-   , $8 , $-   , $1 , $4 ,1,1,0,3,5,0,0,0,0,0,0,0,Spain,45,0,Adult,2,37,10
5517,1969,Graduation,Married," $25,293.00 ",1,0,15/09/2013,51, $15 , $-   , $11 , $-   , $2 , $9 ,1,1,1,2,8,0,0,0,0,0,0,0,Australia,45,0,Adult,1,37,13
9597,1969,Graduation,Married," $73,448.00 ",0,0,02/10/2014,10, $236 , $106 , $189 , $23 , $41 , $130 ,1,7,2,9,4,0,0,0,0,0,0,0,Canada,45,0,Adult,0,725,23
2075,1969,Graduation,Married," $72,460.00 ",0,0,14/11/2013,56, $377 , $10 , $540 , $80 , $30 , $10 ,1,3,5,7,1,0,0,0,0,0,0,0,South Africa,45,0,Adult,0,1047,17
4399,1969,Graduation,Together," $68,695.00 ",0,0,25/06/2014,3, $458 , $81 , $356 , $106 , $50 , $40 ,1,4,4,7,2,0,0,0,0,0,0,0,Canada,45,0,Adult,0,1091,18
